Name,Address,Culture,Religion,Language,Services,Postcode,State,Phone,Email,Website,Longitude,Latitude,ID
Juniper Home Care - Kimberley,50 IVANHOE Road KUNUNURRA 6743 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6743,WA,6.10892E+11,access@juniper.org.au,http://www.juniper.org.au,128.7149824,-15.7357865,52
Warmun Community (Turkey Creek) Community Aged Care Packages,Highway One WARMUN 6743 WA Australia,NA,NA,NA,"Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, Vision, Wellness and reablement",6743,WA,6.10428E+11,warmunceo@warmun.org.au,NA,128.2151397,-17.0209288,53
Southern Cross Care - Southern Plus : Bran Nue Dae Care Services,20 DICKSON Drive BROOME 6725 WA Australia,Australian Aboriginal,NA,"Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Dementia, In-home respite care, Wellness and reablement",6725,WA,6.10892E+11,notifications@southernplus.org.au,http://www.scrosswa.org.au,122.2273136,-17.9691117,54
Kimberley Aged And Community Services,61 Herbert Street BROOME 6725 WA Australia,"Australian, Australian Aboriginal",Aust. Aboriginal Trad. Religs.,Australian Indigenous Lang,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6725,WA,6.10892E+11,kacs@health.wa.gov.au,NA,122.2338833,-17.9642121,55
Life Without Barriers - Kimberley WA,Unit 1 12 COGHLAN Street DJUGUN 6725 WA Australia,Australian Aboriginal,NA,NA,NA,6725,WA,6.10892E+11,paula.manning@lwb.org.au,NA,122.2375103,-17.9534613,56
Yaandina Home Care,60 HAMPTON Street ROEBOURNE 6718 WA Australia,Australian Aboriginal,NA,Australian Indigenous Lang,"Continence Advisory, Dementia, In-home respite care, Vision, Wellness and reablement",6718,WA,6.10892E+11,deb.ryan@yaandina.org,NA,117.14299,-20.77702,57
Wiluna Aged Care Services (Ngangganawili),44 SCOTIA Street WILUNA 6646 WA Australia,Australian Aboriginal,NA,NA,NA,6646,WA,6.10448E+11,sandie@nahs.org.au,NA,120.2279397,-26.5945497,58
Avivo: Live Life Inc - Coral Coast,114 SANFORD Street GERALDTON 6530 WA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6530,WA,6.113E+11,myagedcarereferralscoralcoast@avivo.org.au,http://www.avivo.org.au,114.609176,-28.7769258,59
Acacia Living Group Midwest Home Care and Respite,134 Gregory Street GERALDTON 6530 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6530,WA,6.109E+11,midwesthomecare@acacialiving.com.au,http://www.acacialiving.com.au,114.6055073,-28.7844504,60
Social Centre Bethanie Geraldton,38 CAIRNCROSS Street GERALDTON 6530 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, People with terminal illness, Vision, Wellness and reablement",6530,WA,61131151,services@bethanie.com.au,www.bethanie.com.au,114.6232333,-28.755818,61
Arcadia LifeCare Geraldton,45 Winnetta Ridge GERALDTON 6530 WA Australia,NA,NA,NA,"Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6530,WA,6192188388,lifecare@arcadiagroup.com.au,http://www.arcadiagroup.com.au,114.6314033,-28.8107813,62
Acacia Living Group Wheatbelt Home Care,12 NINETEENTH Avenue JURIEN BAY 6516 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6516,WA,6.10897E+11,wheatbelthomecare@acacialiving.com.au,http://www.acacialiving.com.au,115.0457376,-30.3031247,63
Shire of Dowerin Home Care,1 EAST Street DOWERIN 6461 WA Australia,NA,NA,NA,"Dementia, In-home respite care, Wellness and reablement",6461,WA,6.10896E+11,lbegley@dowerin.wa.gov.au,NA,117.0334957,-31.1951074,64
Esperance Home Care,19 Black Street ESPERANCE 6450 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6450,WA,6.10891E+11,homecare@esperance.wa.gov.au,http://www.esperance.wa.gov.au/esperance-home-care,121.8836788,-33.8575931,65
Amana Living Home Care Package Kalgoorlie,173 Wilson Street SOUTH KALGOORLIE 6430 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mental Health, Mobility, People with terminal illness, Wellness and reablement",6430,WA,6.113E+11,info@amanaliving.com.au,https://www.amanaliving.com.au,121.4848021,-30.7599517,66
Avivo: Live Life Inc - Wheatbelt,149 FITZGERALD Street  East NORTHAM 6401 WA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6401,WA,6.10896E+11,myagedcarereferralswheatbelt@avivo.org.au,http://www.avivo.org.au/,116.6724821,-31.6531995,67
Juniper Home Care - Northam,61-63 WELLINGTON Street NORTHAM 6401 WA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church",NA,"Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6401,WA,6.113E+11,homecare@juniper.org.au,http://www.juniper.org.au/home-care,116.6734581,-31.6542417,68
Share And Care Community Services Group Inc - Home Support Services,88 Wellington Street NORTHAM 6401 WA Australia,NA,NA,NA,NA,6401,WA,6.10896E+11,nicole.robartson@shareandcare.com.au,NA,116.6712487,-31.6552852,69
Amaroo@Home Denmark,34 HARDY Street DENMARK 6333 WA Australia,NA,NA,NA,"In-home respite care, Wellness and reablement",6333,WA,6.10424E+11,lynettes@amaroovillage.com.au,NA,117.3494823,-34.9592942,70
Baptistcare Home Services WA - Great Southern,Unit16 Bethel Way ALBANY 6330 WA Australia,NA,NA,NA,NA,6330,WA,6.11301E+11,customer@baptistcare.com.au,http://www.baptistcare.com.au,117.8810911,-35.0052153,71
Albany Community Care Centre,73 HARDIE Road SPENCER PARK 6330 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, Vision, Wellness and reablement",6330,WA,6.10898E+11,kim.young@accc.org.au,http://www.accc.org.au,117.9035837,-35.0020645,72
Clarence Estate Home Care,55 HARDIE Road SPENCER PARK 6330 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6330,WA,6.10898E+11,homecare@clarenceestate.com.au,http://www.clarenceestate.com.au,117.9008046,-35.0030562,73
Narrogin Regional Homecare,30 CLAYTON Road NARROGIN 6312 WA Australia,NA,NA,NA,NA,6312,WA,6.10899E+11,clientservices@narrogin.wa.gov.au,http://www.narrogin.wa.gov.au,117.1747006,-32.9310071,74
Community Home Care Busselton and Margaret River,16 KENT Street WEST BUSSELTON 6280 WA Australia,"Australian, Australian Aboriginal, Australian South Sea Islander, Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mental Health, Mobility, People with terminal illness, Wellness and reablement",6280,WA,6.10898E+11,operations3@communityhomecare.org.au,http://www.communityhomecare.org.au,115.3403584,-33.6510631,75
Southern Plus: South West Home Care Services,Unit 3 19 BUSSELL Highway WEST BUSSELTON 6280 WA Australia,NA,NA,"Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6280,WA,6197915688,notifications@scrosswa.org.au,http://www.southernplus.org.au,115.3043857,-33.6581794,76
Capecare,20 Ray Avenue BUSSELTON 6280 WA Australia,NA,NA,NA,NA,6280,WA,6.10898E+11,referrals@capecare.com.au,http://www.capecare.com.au,115.2692108,-33.6582128,77
Carealot Home Health Services (Regional/Busselton),Unit 2 8-10 PRINCE Street BUSSELTON 6280 WA Australia,"Albanian, Algerian, American, Argentinian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Bosnian, British, Canadian, Central Asian, Channel Islander, Chinese, Cook Islander, Croatian, Czech, Danish, Dutch, Egyptian, English, Filipino, Finnish, French, German, Greek, Hungarian, Indian, Indonesian, Irish, Italian, Japanese, Jewish, Korean, Lebanese, Libyan, Lithuanian, Macedonian, Maltese, New Caledonian, New Zealander, Northern European, Pakistani, Polish, Portuguese, Russian, Scottish, Serbian, Sri Lankan, Swedish, Swiss, Torres Strait Islander, Ukrainian, Vietnamese, Welsh, Western European","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army",NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6280,WA,6.10898E+11,regionalmanager@carealot.com.au,http://www.carealot.com.au,115.3425059,-33.6518357,78
Shire of Manjimup Home and Community Care,1 EDWARDS Street MANJIMUP 6258 WA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Vietnamese",NA,"English, Filipino/Tagalog","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6258,WA,6.10898E+11,liz.lockyear@manjimup.wa.gov.au,http://www.manjimup.wa.gov.au,116.145475,-34.2372786,79
Community Home Care Donnybrook Balingup,60 SOUTH WESTERN Highway DONNYBROOK 6239 WA Australia,"Australian, Australian Aboriginal, Australian South Sea Islander, Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6239,WA,6.10897E+11,info@communityhomecare.org.au,http://www.communityhomecare.org.au,115.8242142,-33.5725835,80
'Country Mile Home Care,14 LEEDSHILL Way AUSTRALIND 6233 WA Australia,NA,NA,NA,"Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6233,WA,6.10476E+11,ayoung@countrymilehomecare.com.au,http://countrymilehomecare.com.au,115.7243033,-33.2745499,81
Morrissey Homestead Inc.,119 SOUTH WESTERN Highway Bunbury 6230 WA Australia,NA,NA,"English, French, Italian","Dementia, In-home respite care, Mental Health, Wellness and reablement",6230,WA,6.10897E+11,michelle.ferguson@mhi.org.au,http://mhi.org.au,115.6742518,-33.3511546,82
Enrich Living Services South West Country (St Ives Home Care),Unit 2 33 CAREY Street BUNBURY 6230 WA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6230,WA,6.113E+11,newclients@enrichliving.com.au,http://www.enrichliving.com.au,115.6379733,-33.3202097,83
Acacia Living Group South West Home Care,Unit 14 2 WATTLE Street BUNBURY 6230 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6230,WA,6.10898E+11,southwesthomecare@acacialiving.com.au,http://www.acacialiving.com.au,115.629873,-33.3350951,84
South West Community Care Home Care Packages,25 JAMES STIRLING Place HARVEY 6220 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6220,WA,6.10898E+11,swcchcp@swcommunitycare.org.au,http://www.swcommunitycare.org.au,115.9132287,-33.0747283,85
Quambie Care,15 EASTCOTT Street WAROONA 6215 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6215,WA,6.10897E+11,enquiries@quambiepark.org.au,http://www.quambiepark.com.au,115.92706,-32.84346,86
Coolibah Aged Care Facility,30 Third Avenue MANDURAH 6210 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mobility, People with terminal illness, Wellness and reablement",6210,WA,6.10895E+11,acrook@coolibahtotalcaring.com.au,NA,115.7426911,-32.5411105,87
Acacia Living Group South East Home Care,82 OAKMONT Avenue MEADOW SPRINGS 6210 WA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6210,WA,6.10895E+11,southeasthomecare@acacialiving.com.au,http://www.acacialiving.com.au,115.743834,-32.501391,88
Peel Community Care,1 DIXON Avenue PINJARRA 6208 WA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church",NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",6208,WA,6.10895E+11,manager@peelcommunitycare.org.au,http://peelcommunitycare.org.au,115.8674025,-32.6300071,89
